SKU,Product,Offer Type,Storefront Status,Primary Family,Included Products,Count,Launch Price,Regular Price,Mac DMG Path,Mac DMG SHA256,Mac PKG Path,Mac PKG SHA256,Windows Installer Path,Windows SHA256,SHA256 Source,Manual Path,Download 1 Name,Download 1 URL,WooCommerce Product URL,Demo Asset URL,Release Gate Status,Next Action,Notes
DIH-NSR,NSR,Individual,Companion bundle draft,DIMENSIONAL_IMPACT_MOVE,NSR,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DIMENSIONAL_IMPACT_MOVE_CURRENT_DEPLOY_20260701_084448/DMGs/Individual/DIHWorld_Audio_NSR_Installer_20260701_084448.dmg,01acba83598406bdd11f711eac82ecad4823ba8ac1d3e1299c60bed5bb5c9879,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DIMENSIONAL_IMPACT_MOVE_CURRENT_DEPLOY_20260701_084448/PKGs/Individual/DIHWorld_Audio_NSR_Installer_20260701_084448.pkg,cfb77b94c25a4b5ae6cbcd2c0946b08e5ca4769d99483c834ff541bcb6dbab9e,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DIMENSIONAL_IMPACT_MOVE_CURRENT_DEPLOY_20260701_084448/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,NSR Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-ANUBIS,ANUBIS,Individual,Companion bundle draft,DYNAMICS_GUARD,ANUBIS,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/DMGs/Individual/DIHWorld_Audio_ANUBIS_Installer_20260630_184038.dmg,9cd43db981cfd380fb0e679452663f4b3655b3a6e9ebc3c456d635e04acce07f,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/PKGs/Individual/DIHWorld_Audio_ANUBIS_Installer_20260630_184038.pkg,4aae5520e0e05fdce19498095ebcab9cf2cda218f0daef181dd3e3742d6d6280,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,ANUBIS Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-OTIS,OTIS,Individual,Companion bundle draft,DYNAMICS_GUARD,OTIS,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/DMGs/Individual/DIHWorld_Audio_OTIS_Installer_20260630_184038.dmg,28541f113e936125ad88ad2866c55d0fa1172108f1f9bb1fd69fa452ed216d7f,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/PKGs/Individual/DIHWorld_Audio_OTIS_Installer_20260630_184038.pkg,7444a3e85f5097726a738f5d78a62bc4e83fce4b4c59384500ef30b30b6a574f,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,OTIS Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-DEBO,DEBO,Individual,Core Bundle,DYNAMICS_GUARD,DEBO,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/DMGs/Individual/DIHWorld_Audio_DeBo_Installer_20260630_184038.dmg,9461fb57d95e19207626370f1e41b3ebcaa144fd93ac2308a12c478df41caf8b,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/PKGs/Individual/DIHWorld_Audio_DEBO_Installer_20260630_184038.pkg,0f51d08d5b15cd4e508298c5c26fe1e131099ad93e15ac8f5061c4f80c9d7b08,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,DEBO Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-LOOKOUT,LOOKOUT,Individual,Companion bundle draft,DYNAMICS_GUARD,LOOKOUT,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/DMGs/Individual/DIHWorld_Audio_LookOut_Installer_20260630_184038.dmg,0402fbe22620593a3990f738455a7b74fd8f75bfbc02c522f99c67413b0fa422,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/PKGs/Individual/DIHWorld_Audio_LOOKOUT_Installer_20260630_184038.pkg,451df76aee071bfd414edc6ac3774cbc6dff8acf6427f606993123f21b24fed6,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,LOOKOUT Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-DRUMKRUSHGLUE,DRUMKRUSHGLUE,Individual,Core Bundle,DYNAMICS_GUARD,DRUMKRUSHGLUE,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/DMGs/Individual/DIHWorld_Audio_DrumKrushGlue_Installer_20260630_184038.dmg,d54855ef4cbd6a7ef484c17fcba975c247f35b5cfdb45538ecfed2eb4f94f262,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/PKGs/Individual/DIHWorld_Audio_DRUMKRUSHGLUE_Installer_20260630_184038.pkg,a1a041f2a62439e2be479c7b1057c2ef3b55edadc012e60c425d137e8145ca06,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,DRUMKRUSHGLUE Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-MARIANA,MARIANA,Individual,Core Bundle,BASS_LOW_END,MARIANA,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/DMGs/Individual/DIHWorld_Audio_MARIANA_Installer_20260630_181755.dmg,e27e545b27d52a687f8f949af8b642d2a1e94a638eddca0e1dfd158d8b9be3d5,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/PKGs/Individual/DIHWorld_Audio_MARIANA_Installer_20260630_181755.pkg,1c3eca649165181b45130e8caf20e14003e60722282420033dec7d756d6cad7f,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,MARIANA Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-MONOLITH,MONOLITH,Individual,Companion bundle draft,BASS_LOW_END,MONOLITH,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/DMGs/Individual/DIHWorld_Audio_MONOLITH_Installer_20260630_181755.dmg,3e58f376c97c6d57a788057b6cafd48b995b4de44780d53b90601f08bca63013,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/PKGs/Individual/DIHWorld_Audio_MONOLITH_Installer_20260630_181755.pkg,fa9a92b63d17bed898ad42b46a2bb4a4535df41df84170401ab53da600be7584,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,MONOLITH Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-DEPTH-BOOST-PRO,DEPTH BOOST PRO,Individual,Companion bundle draft,BASS_LOW_END,DEPTH BOOST PRO,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/DMGs/Individual/DIHWorld_Audio_DEPTH_BOOST_PRO_Installer_20260630_181755.dmg,c1836ca23d9f95dfebfc39fe61d0cbae6e6377cdf84890dbf60beb4fbd623bcf,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/PKGs/Individual/DIHWorld_Audio_DEPTH_BOOST_PRO_Installer_20260630_181755.pkg,b48016f5b1716efec89a4ebf21eba08aff608b6d4dd0c1b69bc5939fae4eb141,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,DEPTH BOOST PRO Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-NTRPL,NTRPL,Individual,Companion bundle draft,BASS_LOW_END,NTRPL,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/DMGs/Individual/DIHWorld_Audio_NTRPL_Installer_20260630_181755.dmg,3eb452b71dd9272d2b12a19ab9f5cfc2198f307dbedcacdb972d6f779d25b882,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/PKGs/Individual/DIHWorld_Audio_NTRPL_Installer_20260630_181755.pkg,52f3145f6b3505388eea6e220379f8bfd3a5f68fef35d93937882fab016d750c,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,NTRPL Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-NTRSTLLR,NTRSTLLR,Individual,Companion bundle draft,FX_SPATIAL,NTRSTLLR,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/DMGs/Individual/DIHWorld_Audio_NTRSTLLR_Installer_20260701_083724.dmg,6fc5492ca36d6cccecda1fd5e46ea76ed17fe141bfd21cf8d52f3afe5d09b39e,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/PKGs/Individual/DIHWorld_Audio_NTRSTLLR_Installer_20260701_083724.pkg,d97e0dc7e972a002a56ff48c7629d21640db6fc711aa8f9334cc7b0bac813c3d,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,NTRSTLLR Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-CATHEDRAL,Cathedral,Individual,Core Bundle,FX_SPATIAL,Cathedral,1,$79,$129,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/DMGs/Individual/DIHWorld_Audio_Cathedral_Installer_20260701_083724.dmg,acaf00593f8d24a33106ff3c2388e2e6efe1b7ca516727d438e107ad21c4e030,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/PKGs/Individual/DIHWorld_Audio_Cathedral_Installer_20260701_083724.pkg,d7786cc9e44186ecc45125ad9231dfcbf81a23671ec42d7146474f4ec49e06d9,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,Cathedral Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-SACREDVERB,SacredVerb,Individual,Core Bundle,FX_SPATIAL,SacredVerb,1,$79,$129,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/DMGs/Individual/DIHWorld_Audio_SacredVerb_Installer_20260701_083724.dmg,6fab583f4605fca71e96f3127725d70f6f714d0387f3c5327f051534a29b964c,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/PKGs/Individual/DIHWorld_Audio_SacredVerb_Installer_20260701_083724.pkg,e9170fa284f35290f1858f30c287b5bce52d45ec19870bda0d6d9c5464ff5f0f,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,SacredVerb Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-THOTH,THOTH,Individual,Companion bundle draft,HARMONICS_PITCH,THOTH,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/DMGs/Individual/DIHWorld_Audio_Thoth_Installer_20260630_234520.dmg,d1fcce3a596e805a8d5408c7eb14e9ceca48c62979a8d996c4922db86f6e4705,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/PKGs/Individual/DIHWorld_Audio_Thoth_Installer_20260630_234520.pkg,09c8d7d2d7950dc66a59e9a693034bab9386ef2b72d263bad4d073092349f83a,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,THOTH Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-TEHUTI,TEHUTI,Individual,Companion bundle draft,HARMONICS_PITCH,TEHUTI,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/DMGs/Individual/DIHWorld_Audio_TEHUTI_Installer_20260630_234520.dmg,26b4b51d97a25fe5be35a965020b20447d32b52f74a24f58cd7e0e698624337d,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/PKGs/Individual/DIHWorld_Audio_TEHUTI_Installer_20260630_234520.pkg,57aab8a21b2084c761c04ac0205b6a36abbc14479ee7bd822e2bf18b37bea762,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,TEHUTI Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-AU,AU,Individual,Companion bundle draft,HARMONICS_PITCH,AU,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/DMGs/Individual/DIHWorld_Audio_AU_Installer_20260630_234520.dmg,7cdd3fbd3f43e8f29736194b3783d0e366443662f5221eb30190d17383e488e4,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/PKGs/Individual/DIHWorld_Audio_AU_Installer_20260630_234520.pkg,b5f0754713c9983a8b536871e67f9bbc47296d862ceb37b26abb29766d4d2b9f,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,AU Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-DRUM-MORPHER,DIH DRUM MORPHER,Individual,Companion bundle draft,DRUM_INSTRUMENT,DIH DRUM MORPHER,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DRUM_INSTRUMENT_CURRENT_DEPLOY_20260630_183417/DMGs/Individual/DIHWorld_Audio_Drum_Morpher_Installer_20260630_183417.dmg,879e9ff45dbdc9987fd9cb1919cfed4c14d428f89490ce55f13117888bbfb4b4,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DRUM_INSTRUMENT_CURRENT_DEPLOY_20260630_183417/PKGs/Individual/DIHWorld_Audio_Drum_Morpher_Installer_20260630_183417.pkg,7d32671dc3a1ce470cf5205480bf59c573f68213ec7ec4a0449ae1999ffd3824,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DRUM_INSTRUMENT_CURRENT_DEPLOY_20260630_183417/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,DIH DRUM MORPHER Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-BALLPARK,BALLPARK,Individual,Companion bundle draft,DRUM_INSTRUMENT,BALLPARK,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DRUM_INSTRUMENT_CURRENT_DEPLOY_20260630_183417/DMGs/Individual/DIHWorld_Audio_Ballpark_Installer_20260630_183417.dmg,bfc5c63c6c1d0f85d7a5cabfbf0f4dd5a4b1a4c2709e4faa59176183b8c42206,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DRUM_INSTRUMENT_CURRENT_DEPLOY_20260630_183417/PKGs/Individual/DIHWorld_Audio_Ballpark_Installer_20260630_183417.pkg,0b75ec8663f478af9c1a964bea23dd6c8452e2c6623c3f56acfb05ab7922e0e5,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DRUM_INSTRUMENT_CURRENT_DEPLOY_20260630_183417/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,BALLPARK Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-SLOTMACHINE,SLOTMACHINE,Individual,Companion bundle draft,CREATIVE_TRANSFORM,SLOTMACHINE,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/DMGs/Individual/DIHWorld_Audio_SlotMachine_Installer_20260701_082501.dmg,ea96ec5767aa1e96c203362e4cb65e356a61f53fa17cf4e3a5a9ef3323fab908,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/PKGs/Individual/DIHWorld_Audio_SlotMachine_Installer_20260701_082501.pkg,9134304f616c5ad4ace75a2b221046ea39dd0b719b9fdaaabc506fabd0c0ce84,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,SLOTMACHINE Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-ARCHAEOLOGIST-X,ARCHAEOLOGIST X,Individual,Companion bundle draft,CREATIVE_TRANSFORM,ARCHAEOLOGIST X,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/DMGs/Individual/DIHWorld_Audio_ARCHAEOLOGIST_X_Installer_20260701_082501.dmg,efc2e0b73f67bbaf8d73e2b49840b8dca9676d762c84bc8d71123459f614bd2f,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/PKGs/Individual/DIHWorld_Audio_ARCHAEOLOGIST_X_Installer_20260701_082501.pkg,44dcb73df5ff4cd8a37a60a58f51e4dc70198f89a10f5977649d2c152c604ee8,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,ARCHAEOLOGIST X Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-SERQET,SERQET,Individual,Companion bundle draft,CREATIVE_TRANSFORM,SERQET,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/DMGs/Individual/DIHWorld_Audio_SERQET_Installer_20260701_082501.dmg,05917f80b6411c1eee52e8788dc98a0923f850e3ce86fc2094f677d1360ccba2,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/PKGs/Individual/DIHWorld_Audio_SERQET_Installer_20260701_082501.pkg,f6bde0c21a1532da0b339131c60539c51d6b23af53d5270eccea4ed9e56cc911,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,SERQET Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
